permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/avieon,Avieon,http://www.avieon.com,Mobile|Security|Semiconductors|Television|Video|Video Conferencing|Wireless,750000,closed,USA,CA,SF Bay Area,Santa Clara,1,2005-03-15,2007-07-15,2007-07-15
/organization/aviga-systems,Aviga Systems,http://www.avigasystems.com,Enterprise Software,750000,closed,USA,CA,SF Bay Area,Campbell,1,2008-06-01,2008-06-01,2008-06-01
/organization/aviir,Aviir,http://www.aviir.com,Biotechnology,70930000,closed,USA,CA,Anaheim,Irvine,14,2005-01-01,2006-10-24,2013-06-21
/organization/avinti,Avinti,http://www.avinti.com/,Software,7200000,closed,USA,UT,Salt Lake City,Orem,1,,2005-04-05,2005-04-05
/organization/avis-2,AVIS,,,162000,closed,RUS,,,,1,,2012-12-18,2012-12-18
/organization/avm-biotechnology,AVM Biotechnology,http://avmbiotech.com,Biotechnology,2608000,closed,USA,WA,Seattle,Seattle,4,2008-01-01,2009-04-30,2014-04-22
/organization/avokia,Avokia,,Enterprise Software,6430000,closed,CAN,ON,Toronto,Toronto,1,2000-01-01,2006-01-23,2006-01-23
/organization/avolent,Avolent,http://www.avolent.com,Software,9000000,closed,USA,CA,SF Bay Area,San Francisco,1,1995-01-01,2006-10-09,2006-10-09
/organization/avtodoria,Avtodoria,http://www.avtodoria.ru,Security,100000,closed,RUS,73,Kazan,Kazan,2,2011-07-01,2011-09-01,2013-09-01
/organization/avtozaper,Avtozaper,http://shop.avtozaper.ru,Auto|Search,360000,closed,RUS,73,RUS - Other,Naberezhnyye Chelny,6,2012-06-25,2012-10-15,2013-08-29
/organization/avva-health,Avva Health,http://avvahealth.com,Health Care,-,closed,USA,CA,SF Bay Area,Palo Alto,1,2011-06-01,2012-01-01,2012-01-01
/organization/awesome-highlighter,AwesomeHighlighter,http://www.awesomehighlighter.com,Curated Web|Information Technology|Social Media,-,closed,,,,,1,,2008-08-02,2008-08-02
/organization/awestruck-dental,Awestruck Dental,https://thejawdropper.com,Dental|Health Care|Healthcare Services,25000,closed,,,,,1,,2014-02-06,2014-02-06
/organization/awg,AWG,http://www.awg-fittings.com/,Industrial,-,closed,,,,,1,,2010-11-10,2010-11-10
/organization/axial-biotech,Axial Biotech,http://www.axialbiotech.com,Biotechnology,19400000,closed,USA,UT,Salt Lake City,Salt Lake City,2,2002-01-01,2005-03-01,2007-03-27
/organization/axiom-exergy,Axiom Exergy,http://www.axiomexergy.com,Engineering Firms|Industrial|Mechanical Solutions,-,closed,USA,CA,SF Bay Area,Richmond,1,2014-01-01,2015-02-01,2015-02-01
/organization/axionics,Axionics,,,-,closed,,,,,1,,2014-04-01,2014-04-01
/organization/axis-semiconductor,Axis Semiconductor,http://www.axissemi.com,Semiconductors,4025000,closed,USA,MA,Boston,Boxborough,4,2007-01-01,2009-06-18,2010-11-12
/organization/axsionics,AXSionics,http://www.axsionics.ch,Fraud Detection|IT and Cybersecurity|Network Security,9780000,closed,GBR,C5,,,1,,2008-07-20,2008-07-20
/organization/ayalogic,Ayalogic,http://imvox.com,Audio|Chat|Games|VoIP,1071500,closed,USA,IL,IL - Other,Ohio,4,,2004-10-31,2010-11-15
/organization/ayeah-games,Ayeah Games,http://www.ayeahgames.com,Games,530000,closed,USA,MA,Boston,Boston,2,2010-01-01,2010-08-16,2011-02-15
/organization/azaire-networks,Azaire Networks,http://www.azairenet.com,Mobile,21000000,closed,USA,CA,SF Bay Area,Santa Clara,1,2003-01-01,2006-08-25,2006-08-25
/organization/azameo,Azameo,http://www.azameo.com,Advertising|Databases|Sales and Marketing,683125.435492465,closed,,,,,1,2014-03-01,2014-06-30,2014-06-30
/organization/azelon-pharmaceuticals,Azelon Pharmaceuticals,http://www.azelon.com,Biotechnology,9715488,closed,USA,PA,Philadelphia,Conshohocken,3,2000-01-01,2011-08-15,2012-03-16
/organization/azingo,Azingo,http://www.celunite.net,Internet|Mobile|Wireless,80000000,closed,USA,CA,SF Bay Area,Sunnyvale,2,2005-01-01,2006-10-01,2008-07-18
/organization/azuna,Azuna,http://www.azuna.net,News,300000,closed,USA,PA,Philadelphia,Jenkintown,1,2005-01-01,2009-12-16,2009-12-16
/organization/b-152,B-152,http://b-152.ru/,Legal,100000,closed,RUS,48,Moscow,Moscow,1,,2012-03-01,2012-03-01
/organization/b-side,B-Side Entertainment,http://www.bside.com,Games,9850000,closed,USA,NY,New York City,New York,3,2005-04-07,2006-10-11,2008-11-14
/organization/b-soft-2,B-Soft,http://www.bsoft.com.cn,,-,closed,,,,,1,,2011-04-28,2011-04-28
/organization/ba-systems,BA Systems,http://www.ba-sys.com,Software,20000000,closed,USA,CA,SF Bay Area,Sunnyvale,2,,2007-02-13,2009-01-01
/organization/bababoo-intelligent-calling-service,Bababoo,http://www.bababoo.com,iPhone|Messaging|Mobile|VoIP,1500000,closed,USA,NY,New York City,New York,1,2010-02-01,2011-05-10,2011-05-10
/organization/babbler,BABBLER,http://babbler.us/,Email|Media|Public Relations,500000,closed,,,,,1,2013-01-06,2014-11-14,2014-11-14
/organization/babelgum,Babelgum,http://babelgum.com,Mobile|Television|Web Development,13200000,closed,GBR,H9,London,London,1,2007-03-01,2005-06-01,2005-06-01
/organization/baby-com-br,Baby.com.br,http://www.baby.com.br,E-Commerce,21100000,closed,,,,,2,2010-06-01,2011-02-01,2012-03-01
/organization/babyboom-ru,BABYBOOM.ru,http://www.babyboom.ru,E-Commerce,900000,closed,RUS,48,Moscow,Moscow,2,2010-04-08,2010-11-01,2011-03-25
/organization/back-4-app-back4app-servicos-digitais-ltda,back{4}app - BACK4APP SERVICOS DIGITAIS LTDA,http://www.back4app.com,,100000,closed,,,,,1,2015-08-03,2015-08-01,2015-08-01
/organization/backup,@Backup,http://www.backup.com/,,22000000,closed,,,,,1,,1999-10-13,1999-10-13
/organization/backup-circle,Backup Circle,http://www.backupcircle.co.nz,Data Security|Flash Storage|Home & Garden|Security|Software|Storage,40000,closed,NZL,G2,Wellington,Wellington,1,2012-09-16,2012-10-24,2012-10-24
/organization/bacterin-international-holdings,Bacterin International Holdings,http://bacterin.com,Biotechnology,28561000,closed,USA,MT,MT - Other,Belgrade,4,1998-01-01,2010-04-14,2014-03-10
/organization/bactest-2,Bactest,,,1961607.00864237,closed,,,,,2,,2014-10-16,2015-05-14
/organization/bacula,Bacula,http://www.bacula.org/,Open Source,500000,closed,GBR,H9,London,London,1,2012-01-01,2012-01-30,2012-01-30
/organization/badongo-com,Badongo.com,http://www.badongo.com,File Sharing|Flash Storage|Storage|Web Hosting,-,closed,USA,CA,Los Angeles,Santa Monica,2,2005-01-01,2006-01-01,2007-10-01
/organization/bahu,Bahu,http://www.bahu.com,Social Media,1476100,closed,FRA,B9,FRA - Other,Le Petit Paris,1,2007-07-01,2007-12-01,2007-12-01
/organization/baker-street,Baker Street,,,26295.7985157483,closed,,,,,1,,2015-06-01,2015-06-01
/organization/balalikea,BALALIKEA,http://balalikea.ru/,Social Media,50000,closed,,,,,1,2013-03-01,2013-03-01,2013-03-01
/organization/balanced,Balanced,http://www.balancedpayments.com,E-Commerce|Mobile Payments|Payments|Peer-to-Peer,3550000,closed,USA,CA,SF Bay Area,San Francisco,4,2010-10-11,2011-02-11,2014-04-01
/organization/balaya,Balaya,http://www.balaya.com,Public Relations,155000,closed,,,,,1,2007-01-01,2010-04-13,2010-04-13
/organization/balllogic,BallLogic,http://balllogic.com,Hardware + Software,100000,closed,USA,OR,"Portland, Oregon",Portland,1,2007-01-01,2009-01-01,2009-01-01
/organization/baltic-motors-corporation,Baltic Motors Corporation,,Auto|Automotive|Cars,6000000,closed,USA,MI,Detroit,Farmington Hills,1,1992-01-01,2004-07-01,2004-07-01
/organization/baltic-ticket-holdings-as,Baltic Ticket Holdings AS,http://www.piletilevi.ee/eng/bth//,Ticketing,8000000,closed,EST,1,Tallinn,Tallinn,1,1997-01-01,2013-09-27,2013-09-27
/organization/banderacom-2,Banderacom,,Design|Semiconductors|Startups,35000000,closed,,,,,1,,2001-06-04,2001-06-04
/organization/banian-labs,Banian Labs,http://www.banianbooks.com,Apps|Internet|Technology,-,closed,,,,,1,2014-06-01,2015-07-01,2015-07-01
/organization/banister-cityhomes,Banister Cityhomes,,E-Commerce Platforms|Industrial,1023335,closed,USA,TX,Austin,Austin,1,,2015-09-16,2015-09-16
/organization/banki-ru,Banki.ru,http://banki.ru,Finance,6000000,closed,RUS,48,Moscow,Moscow,2,2005-03-01,2010-06-01,2013-09-01
/organization/banksnob,Banksnob,http://www.banksnob.com,Credit Cards|Finance|Financial Services|Personal Finance|Search,-,closed,USA,TX,Houston,Houston,1,2011-07-29,2011-07-29,2011-07-29
/organization/banro-corporation,Banro Corporation,http://banro.com,Manufacturing,40000000,closed,CAN,ON,Toronto,Toronto,1,2011-10-01,2014-03-02,2014-03-02
/organization/bao-box,Bao Box,http://www.baobox.com,,-,closed,,,,,1,,2015-05-01,2015-05-01
/organization/baobab-planet,Baobab Planet,http://www.baobabplanet.com/en,Entertainment|Games|Kids|MMO Games|Parenting|Virtual Worlds|Web Development,1854110,closed,ESP,56,Barcelona,Barcelona,2,2008-01-01,2010-06-10,2010-07-10
/organization/bar-vista-homes,Bar Vista Homes,,,-,closed,,,,,1,,2009-02-01,2009-02-01
/organization/barared,Barared,http://www.barared.mx/,,-,closed,MEX,8,MEX - Other,Cuauhtémoc,1,,2010-10-01,2010-10-01
/organization/bardakovka,Bardakovka,http://e-rupor.ru/,Maps,50000,closed,,,,,1,,2012-08-15,2012-08-15
/organization/bariatric-partners,Bariatric Partners,,,12000000,closed,,,,,1,2005-01-01,2006-11-27,2006-11-27
/organization/baroo,Baroo,http://www.baroo.co,,1200000,closed,,,,,1,2014-01-01,2015-07-15,2015-07-15
/organization/barspace,Barspace,http://www.barspace.tv,iPhone|Location Based Services|Messaging|Mobile|Social Media,280000,closed,USA,CA,Napa Valley,Sonoma,1,2010-01-01,2010-12-01,2010-12-01
/organization/bartlett-nuclear,Bartlett Nuclear,http://www.bartlettinc.com,Entertainment Industry,-,closed,USA,MN,Minneapolis,Plymouth,1,,2004-02-11,2004-02-11
/organization/base79,Base79,http://www.base79.com,Advertising|Entertainment|Mobile|Music|Sports|Television|Video|Video Streaming,14345752,closed,FRA,A8,Paris,Paris,2,2007-06-28,2011-09-15,2012-11-13
/organization/basel-switzerland,The Speedel Group,http://www.speedelgroup.com/,Media,68903320.4319178,closed,CHE,4,Basel,Basel,2,,2002-01-07,2005-08-05
/organization/bateshook,BatesHook,http://www.bateshook.com,Advertising|Social Media Marketing,-,closed,USA,CA,Los Angeles,Los Angeles,1,2009-10-01,2009-01-01,2009-01-01
/organization/battellepharma,BattellePharma,http://www.battellepharma.com,Pharmaceuticals,35500000,closed,USA,OH,"Columbus, Ohio",Columbus,2,,2003-02-20,2005-04-05
/organization/battlepro,Battlepro,http://battlepro.com/%23!/en/home,Games|Online Gaming,130000,closed,,,,,2,2012-01-01,2013-05-15,2013-05-15
/organization/bay-micro,Bay Micro,,,-,closed,,,,,1,,2005-07-19,2005-07-19
/organization/bayshore-networks,Bayshore Networks,,Information Technology|Services,7766,closed,,,,,1,,2015-04-01,2015-04-01
/organization/bazaar-corner,"Bazaar Corner, Inc.",https://www.bazaarcorner.com,E-Commerce|Online Shopping|Social Media,2000000,closed,PHL,C3,Davao,Davao City,2,2012-03-02,2012-01-01,2013-12-31
/organization/bbb-technologies,BBB Technologies,,,-,closed,,,,,1,,2015-01-20,2015-01-20
/organization/bccthis,Subtextual,http://www.subtextual.com,Email|Messaging|Twitter Applications,500000,closed,USA,CA,Los Angeles,Los Angeles,1,2009-09-01,2009-11-01,2009-11-01
/organization/bcm-solutions,BCM Solutions,http://www.bcm-solutions.co.uk,Consulting|Mobile|Outsourcing,-,closed,,,,,1,2009-01-01,2014-04-29,2014-04-29
/organization/bds-incorporated,"BDS, Incorporated",,,-,closed,,,,,1,,1982-03-20,1982-03-20
/organization/be-spotted,Be Spotted,http://www.be-spotted.com,Advertising|Apps,-,closed,USA,FL,Palm Beaches,Palm Beach Gardens,1,2008-01-01,2008-01-01,2008-01-01
/organization/beach-bum,Beach Bum,,,-,closed,,,,,1,,2015-05-18,2015-05-18
/organization/beacon-doctor,Beacon Doctor,,,-,closed,,,,,1,,2014-09-01,2014-09-01
/organization/beam-2,Beam.,http://beamcall.com/,VoIP,3000000,closed,RUS,48,Moscow,Moscow,1,,2013-09-01,2013-09-01
/organization/beanstockd,BeanStockd,http://www.beanstockd.com/projects/beanstockd,Curated Web,-,closed,,,,,1,,2008-09-01,2008-09-01
/organization/beat-no,Beat.no,http://www.beat.no,Music,-,closed,NOR,15,NOR - Other,Mjømna,1,,2010-12-27,2010-12-27
/organization/beats-music,Beats Music,http://beatsmusic.com,Android|Internet|iOS|Music,120000000,closed,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-03-01,2014-03-11
/organization/beautini,Beautini,http://www.beautinibyblo.com,Beauty|Services|Women,110000,closed,,,,,1,2015-03-02,2015-02-26,2015-02-26
/organization/beautynow,BeautyNow,http://beautynowapp.com/,Beauty|Lifestyle|Online Reservations,500000,closed,,,,,1,2013-01-01,2015-02-05,2015-02-05
/organization/beautyticket-com,BeautyTicket.com,http://beautyticket.com,Curated Web,450000,closed,USA,CA,Los Angeles,Los Angeles,1,2009-01-01,2011-06-28,2011-06-28
/organization/becheeky-com,BeCheeky.com,http://www.becheeky.com/,Fashion|Lifestyle|Lingerie,1298719.14683085,closed,GBR,B2,London,Bournemouth,1,,2007-12-04,2007-12-04
/organization/become-media-inc,Become Media Inc.,http://www.becomedia.cn/en,SNS|Social Media,100000,closed,CHN,23,Shanghai,Shanghai,1,2008-08-30,2008-12-31,2008-12-31
/organization/beefirst-in,BeeFirst.in,http://beefirst.in,Advertising|Incentives|Sales and Marketing|Social Media,9522,closed,CAN,ON,Toronto,Toronto,1,2010-10-29,2010-01-01,2010-01-01
/organization/beesphere,Beesphere,http://www.beesphere.com,,-,closed,USA,CA,SF Bay Area,Sunnyvale,1,,2010-01-01,2010-01-01
/organization/beetv,BeeTV,http://bee.tv,iPad|Reviews and Recommendations|Social Television|Software|Television|Video on Demand,9500000,closed,ITA,9,Milan,Milan,2,2007-08-01,2009-06-03,2011-05-17
/organization/beezag,Beezag,http://www.genesismedia.com/,Advertising|Video,3250000,closed,USA,NY,New York City,New York,2,2009-02-01,2008-01-01,2010-01-24
/organization/before-the-call,Before the Call,http://www.beforethecall.com,Software,2540000,closed,USA,CA,SF Bay Area,Pleasanton,1,,2006-04-10,2006-04-10
/organization/begun,Begun,http://begun.ru/,Advertising,10000000,closed,RUS,48,Moscow,Moscow,1,2002-01-01,2012-11-01,2012-11-01
/organization/behind-the-burner,Behind the Burner,http://www.behindtheburner.com,Cooking|Curated Web|Wine And Spirits,500000,closed,USA,NY,New York City,New York,1,2008-01-01,2008-01-01,2008-01-01
/organization/beijing-moca-world-technology,Beijing Moca World Technology,http://www.mocaworld.cn,Games|Video,12000000,closed,CHN,22,Beijing,Beijing,2,2007-01-01,2010-04-06,2011-06-01
/organization/beleza-com,Beleza.Com,http://www.belezapontocom.com,Retail,26499973,closed,BRA,2,Sao Paulo,São Paulo,1,2012-01-01,2015-06-11,2015-06-11
/organization/believersfund,BelieversFund,http://www.believersfund.com,Android|Apps|Crowdfunding|Finance|FinTech|iPhone|Mobile,50000,closed,BEL,8,Brussels,Ghent,1,2011-04-01,2011-04-01,2011-04-01
/organization/bellymoms-maternity-inc,BellyMoms Maternity Inc,http://www.bellymoms.com,Distribution|Manufacturing|Women,250000,closed,,,,,1,2013-03-15,2013-03-14,2013-03-14
/organization/belsito-media,Belsito Media,http://www.belsitomedia.com,Public Relations,928135,closed,ITA,15,Palermo,Palermo,1,,2010-01-19,2010-01-19
/organization/bemba,Bemba,http://www.bemba.com,Curated Web|File Sharing|Social Bookmarking,-,closed,,,,,1,2007-01-01,2007-01-01,2007-01-01
/organization/bemyspot-ltd,BeMySpot LTD,http://www.bemyspot.com,Brand Marketing|Internet Marketing|Services,100,closed,GBR,H9,London,London,1,2014-10-24,2015-07-10,2015-07-10
/organization/benitec-ltd,Benitec Ltd,http://benitec.com,Biotechnology,30826728,closed,AUS,7,Melbourne,Melbourne,1,2001-01-01,2014-04-15,2014-04-15
/organization/bensata,Bensata,http://helpinventit.com,Social Media,225000,closed,USA,TX,Houston,Houston,2,2007-01-01,2011-01-31,2011-02-28
/organization/beranked,BeRanked,https://www.beranked.com/,Business Services|Customer Service|Internet Marketing,12500000,closed,USA,TX,Austin,Austin,3,2011-01-01,2011-01-12,2014-08-29
/organization/berggi,Berggi,http://www.berggi.com,Mobile,12000000,closed,USA,CA,SF Bay Area,Palo Alto,2,2004-01-01,2006-06-01,2007-08-01
/organization/berkeley-ultrasound,Berkeley Ultrasound,,,-,closed,,,,,1,,2015-07-14,2015-07-14
/organization/bernooli,Bernooli,http://bernooli.com,,-,closed,,,,,1,2015-01-01,2015-03-10,2015-03-10
/organization/berst,Berst,http://berstapp.com,Mobile,50000,closed,,,,,1,,2012-03-19,2012-03-19
/organization/bespoke-weddings-ltd,Bespoke Weddings Ltd,http://www.bespoke-weddings.com,Event Management|Service Industries|Weddings,30896,closed,,,,,1,2009-01-01,2015-05-26,2015-05-26
/organization/bespokify,Bespokify,http://bespokify.com,Fashion|Mass Customization,-,closed,HKG,,Sheung Wan,Sheung Wan,1,2015-07-01,2015-06-01,2015-06-01
/organization/bestboy-keyboard,BestBoy Keyboard,http://www.bestboy.se,Design|Hardware|Mobile,215,closed,SWE,27,Malmo,Malmö,1,2014-04-28,2014-04-28,2014-04-28
/organization/bestylish-com,beStylish.com,http://www.bestylish.com,E-Commerce|Fashion|Shoes,10000000,closed,IND,10,New Delhi,Gurgaon,1,2011-05-10,2012-06-01,2012-06-01
/organization/betausersnow-com,BetaUsersNow.com,http://www.BetaUsersNow.com,Curated Web|Reviews and Recommendations|Startups,10000,closed,USA,NY,New York City,Woodside,1,2011-05-01,2011-01-15,2011-01-15
/organization/betnow,betNOW,http://betnow.co.uk,Curated Web|Gambling,5000000,closed,GBR,H9,London,London,1,2005-01-01,2008-01-01,2008-01-01
/organization/bettymovil,Bettymovil,http://bettymovil.com,Games,2000000,closed,ESP,56,Barcelona,Barcelona,1,2010-01-01,2008-12-18,2008-12-18
/organization/betuknow,BetUknow,http://www.betuknow.com,Public Relations|Sports,750000,closed,ISR,5,Tel Aviv,Tel Aviv,1,2007-07-15,2007-07-01,2007-07-01
/organization/beva,Beva,http://www.beva.com,,3129890.45383412,closed,,,,,4,2010-04-14,2010-04-14,2015-06-16
/organization/beva-com,Beva.com,http://www.beva.com,Internet|Kids|Music,500000,closed,,,,,1,2011-01-01,2011-01-07,2011-01-07
/organization/bevalley,Bevalley,http://www.bevalley.com,Analytics|Business Intelligence|Data Visualization|Social Media|Social Network Media|Software,1700000,closed,ESP,39,Santander,Santander,1,2010-03-01,2010-03-01,2010-03-01
/organization/bevvy-com,Bevvy,http://www.bevvy.com,Coupons|E-Commerce|Group Buying|Hospitality|Nightclubs,100000,closed,USA,CA,Los Angeles,Los Angeles,1,2011-01-08,2011-05-20,2011-05-20
/organization/bevy,Bevy,http://www.BevyInc.com,Social Media,1200000,closed,USA,WA,Seattle,Seattle,1,2007-09-27,2007-10-01,2007-10-01
/organization/bex-io,Bex,http://bex.io,Curated Web,1050000,closed,CAN,BC,Vancouver,Vancouver,2,2011-01-01,2013-12-12,2014-03-17
/organization/beyond-encryption-technologies,Beyond Encryption Technologies,http://www.beyondencryption.ie,Software,1060000,closed,IRL,7,Dublin,Dublin,1,,2009-10-30,2009-10-30
/organization/beyond-oblivion,Beyond Oblivion,http://beyondoblivion.com,Mobile|Music,87000000,closed,USA,NY,New York City,New York,2,,2010-04-22,2011-03-07
/organization/bfly,Bfly,http://www.bflyeffect.com,Games,-,closed,,,,,1,,2012-03-29,2012-03-29
/organization/bid-nerd,Bid Nerd,http://www.bidnerd.com,Curated Web|Social Network Media,250000,closed,USA,FL,Orlando,Kissimmee,1,2009-07-01,2010-02-01,2010-02-01
/organization/bidexpress-com,BidExpress.com,https://www.bidexpress.com,,1200000,closed,,,,,1,,1999-12-23,1999-12-23
/organization/bidkind,BidKind,http://www.bidkind.com,Celebrity|Charity|E-Commerce|Lifestyle,3000000,closed,USA,NY,New York City,New York,1,2014-02-01,2014-02-01,2014-02-01
/organization/bidmodo,BidModo,http://www.bidmodo.com,Business Services|Curated Web|Local Businesses|Small and Medium Businesses,-,closed,USA,TX,Austin,Austin,1,2009-07-27,2009-07-27,2009-07-27
/organization/bids-trading,BIDS Trading,http://www.bidstrading.com,Financial Services,-,closed,USA,NY,New York City,New York,1,,2007-03-01,2007-03-01
/organization/big-bear-entertainment,Big Bear Entertainment,http://www.bigbearent.com/,Entertainment|Music|Video,500000,closed,USA,CA,SF Bay Area,Belvedere Tiburon,1,,2007-11-01,2007-11-01
/organization/big-live,Big Live,http://www.biglive.com,Chat|Fashion|Music|Social Media|Social Network Media|Television|Video|Video Streaming,4715359,closed,USA,CA,SF Bay Area,San Francisco,5,2008-01-01,2011-01-24,2013-05-20
/organization/big-string,BigString,http://www.bigstring.com,Curated Web|Email|Messaging|Security,518000,closed,USA,NJ,Newark,Red Bank,2,2003-10-01,2009-06-19,2010-03-23
/organization/bigbad,BigBad,http://www.bigbad.com,Consulting,360000,closed,USA,MA,Boston,Boston,1,1991-01-01,2009-08-17,2009-08-17
/organization/bigbrands,bigbrands,,,-,closed,,,,,1,,2014-01-01,2014-01-01
/organization/bigdeal,BigDeal,http://www.bigdeal.com,Curated Web,4500000,closed,USA,CA,SF Bay Area,San Francisco,1,,2009-07-23,2009-07-23
/organization/biggerboat,BiggerBoat,http://www.biggerboat.com,Advertising,7000000,closed,,,,,2,,2006-11-29,2008-07-29
/organization/bigtwist,BigTwist,http://www.bigtwist.com,3D|Cloud Computing|Enterprise Software|Mobile|Presentations,620000,closed,USA,NY,New York City,Brooklyn,1,2011-11-08,2012-01-19,2012-01-19
/organization/bihu-com,Bihu.com,http://www.bihu.com,Advertising,10000000,closed,CHN,22,Beijing,Beijing,1,,2008-06-09,2008-06-09
/organization/bill-the-butcher,Bill the Butcher,http://billthebutcher.com,E-Commerce,2428201,closed,USA,WA,Seattle,Seattle,3,,2011-03-03,2014-03-03
/organization/billaway,Billaway,http://mybillaway.com,Enterprise Software,1100000,closed,USA,MA,Boston,Boston,1,2012-01-01,2013-03-19,2013-03-19
/organization/billeo,Billeo Inc.,http://www.billeo.com,Financial Services|Payments,15260000,closed,USA,CA,SF Bay Area,Santa Clara,3,2006-01-01,2006-04-01,2012-07-01
/organization/billfish-software,Billfish Software,http://www.billfishsoftware.com,Business Development|Enterprise Software,500000,closed,USA,FL,Miami,Miami Beach,1,2007-10-15,2010-10-15,2010-10-15
/organization/billing-revolution,Buck,http://gobuck.com,Mobile,7240000,closed,USA,WA,Seattle,Seattle,4,2007-01-01,2010-11-11,2011-06-21
/organization/billow-engagement,Billow Engagement,http://www.billowapp.com,,-,closed,,,,,1,2014-08-01,2014-08-01,2014-08-01
/organization/billshrink,BillShrink,http://www.billshrink.com,Curated Web,9000000,closed,USA,CA,SF Bay Area,Redwood City,2,2008-01-01,2007-07-30,2008-10-14
/organization/bilna-pte,Bilna Pte,,,-,closed,,,,,1,,2015-02-01,2015-02-01
/organization/bilneur,Bilneur,http://www.bilneur.com,E-Commerce|Online Shopping|Shopping|Social Buying|Trading,-,closed,USA,CA,SF Bay Area,Sunnyvale,1,2011-06-27,2011-06-27,2011-06-27
/organization/bincode-entertainment,Bincode Entertainment,http://bincode-entertainment.com/,,-,closed,BGR,42,Sofia,Sofia,1,2015-01-01,2015-05-01,2015-05-01
/organization/bio-medical-research-limited,Bio-Medical Research Limited,http://www.bmr.com/,Health Care|Medical|Medical Devices,15189281,closed,,,,,1,,2003-10-02,2003-10-02
/organization/biocellection,BioCellection,http://www.biocellection.com/,Biotechnology,-,closed,,,,,1,,2015-04-30,2015-04-30
/organization/bioconnect-systems,Bioconnect Systems,http://bioconnectsystems.com,Biotechnology,19024912,closed,USA,PA,Philadelphia,Ambler,5,2006-01-01,2006-07-24,2013-09-25
/organization/biocritica,BioCritica,http://www.biocritica.com,Biotechnology,25000000,closed,USA,IN,Indianapolis,Indianapolis,1,,2011-05-25,2011-05-25
/organization/bioenvision,Bioenvision,http://www.bioenvision.com,Biotechnology,7410000,closed,USA,NY,New York City,New York,1,1996-01-01,2007-04-30,2007-04-30
/organization/biofisica,Biofisica,http://www.biofisica.com,Biotechnology,7415000,closed,USA,GA,Atlanta,Duluth,6,2000-01-01,2006-10-31,2014-01-09
/organization/bioforce-nanosciences,BioForce Nanosciences,http://bioforcenano.com/,Biotechnology|Nanotechnology,2000000,closed,,,,,1,,2002-11-15,2002-11-15
/organization/biographicon,Biographicon,http://www.biographicon.com,Curated Web,-,closed,,,,,1,2008-02-01,2007-06-01,2007-06-01
/organization/bioincept,Bioincept,,Biotechnology,3185000,closed,USA,NJ,Philadelphia,Cherry Hill,1,,2014-04-28,2014-04-28
/organization/biolex-therapeutics,Biolex Therapeutics,http://www.biolex.com,Biotechnology,196664126,closed,USA,NC,Raleigh,Pittsboro,9,1997-01-01,2003-08-21,2011-12-19
/organization/bioloom,BioLoom,http://bioloom.io,Advanced Materials|Manufacturing|Renewable Energies,50000,closed,USA,CA,SF Bay Area,San Francisco,1,,2015-02-12,2015-02-12
/organization/biomers,BioMers,http://simpliclear.com/,Health Care,4825800,closed,SGP,,Singapore,Midview City,1,,2011-11-08,2011-11-08
/organization/biomicro-systems,BioMicro Systems,http://www.biomicro.com,Biotechnology,2020000,closed,USA,UT,Salt Lake City,Salt Lake City,1,,2007-09-27,2007-09-27
/organization/bionica,Bionica,,,250000,closed,USA,RI,Providence,Providence,1,2005-01-01,2007-06-26,2007-06-26
/organization/bionitrogen,BioNitrogen,http://bionitrogen.com,Clean Technology,5000000,closed,USA,FL,Palm Beaches,West Palm Beach,1,2011-01-01,2014-03-10,2014-03-10
/organization/bionovion,BioNovion,http://www.bionovion.com,,-,closed,,,,,1,,2013-10-01,2013-10-01
/organization/biontis,Biontis,http://www.biontis.de/,,-,closed,DEU,10,DEU - Other,Geesthacht,1,2002-01-01,2008-07-15,2008-07-15
/organization/biophytis,Biophytis,http://www.biophytis.com,Biotechnology,2600000,closed,FRA,A8,FRA - Other,Romainville,1,2006-01-01,2012-10-01,2012-10-01
/organization/bioprogress-technology-international,BioProgress Technology International,http://bioprogress.com,,6000000,closed,USA,GA,Atlanta,Atlanta,1,,2001-12-04,2001-12-04
/organization/biosocia,Biosocia,,Communities|Game|Internet,1500000,closed,USA,NY,New York City,New York,1,,2008-07-20,2008-07-20
/organization/biosport-athletechs,Biosport Athletechs,,Fitness|Services|Sports,100000,closed,USA,PA,Pittsburgh,Pittsburgh,1,,2014-04-20,2014-04-20
/organization/biostar-pharmaceuticals,Biostar Pharmaceuticals,http://www.biostarpharmaceuticals.com,Biotechnology,3605000,closed,CHN,26,CHN - Other,Xianyang,1,,2009-11-13,2009-11-13
/organization/biosyntech,Biosyntech,http://www.biosyntech.com,Biotechnology,1400000,closed,CAN,QC,Montreal,Laval,1,1994-01-01,2009-08-14,2009-08-14
/organization/biotech-varsovia-pharma,Biotech Varsovia Pharma,,,-,closed,,,,,1,,2010-01-01,2010-01-01
/organization/biotica-technology,Biotica Technology,,Bio-Pharm|Biotechnology|Therapeutics,5000000,closed,,,,,1,1996-01-01,2003-01-10,2003-01-10
/organization/biotiful,Biotiful,http://shop.biotiful.it,,25328.2114061379,closed,,,,,1,2014-09-30,2014-09-30,2014-09-30
